title,abstract,source,is_fsrdc
Methodology,"A quasi-experimental design will be implemented, forming an experimental group that will participate in an intervention program for the development of metacognitive strategies, and a control group that will perform a distractor task. Participation of students in both groups will be voluntary, and random assignment to groups will be carried out.  The intervention will consist of training in the application of metacognitive strategies to enable proper use of AI and improve well-being. Students in the experimental and control groups will need to solve a practical case related to their area of specialization using Artificial Intelligence. To address this case, students will perform tasks such as writing, decision-making, reading comprehension, creativity, and innovation.  The sample will comprise students enrolled in the 2024/2025 academic year, in their first year of studies in Nursing, Physiotherapy, Podiatry, Primary Education, Early Childhood Education, Pedagogy, and Social Education (approximately 400 students). The independent variable will be the presence or absence of the metacognitive strategies intervention, and the tasks to be performed by the student with the help of AI; while the dependent variables will be teacher-assigned grades for activities, metacognitive awareness, digital competencies, well-being, and academic stressors. 

To evaluate these, the following instruments will be used: 
- Metacognitive Awareness Inventory - MAI (Schraw &amp; Dennison, 1994), Digital Competence Test - IKANOS (Panchurco et al., 2022), Academic Stressors Scale - ECEA (Cabanach et al., 2016), and the Mental Health Continuum Short Form - MHC-SF (Keyes, 2002).  

Instruments and Materials: Resolution of a case where students will need to perform writing, decision-making, assimilation and comprehension of content, creativity, and innovation. This task will be evaluated using the scores proposed by the teacher.  
- Metacognitive Strategies Development Kit: Comprising tutorials and worksheets designed by the project team and adapted to the needs of the student profile.  
- Metacognition: The Metacognitive Awareness Inventory (MAI) adapted to Spanish, available on the Open Science Framework (https://osf.io/zthdj). It has 52 items, using the response scale proposed by Harrison and Vallin (2018) to reduce acquiescence bias (Likert scale from 5 = “very typical of me” to 1 = “not at all typical of me”). Previous studies have shown high reliability levels for the different proposed scales (alpha = .66-.88) (Abdelrahman, 2020; Harrison &amp; Vallin, 2018; Muis et al., 2007; Schraw &amp; Dennison, 1994).  
- Digital Competencies: Digital Competence Test - IKANOS (Panchurco et al., 2022): An information collection tool that includes descriptors of the digComp framework validated by the European Commission in 2013. This self-administered instrument consists of 30 items related to the five competency areas analyzed by digComp (information, communication, content creation, safety, and problem-solving). Each item is rated on a 5-point Likert scale (1 = rarely or never, 2 = rarely or almost never, 3 = sometimes, 4 = frequently or almost always, 5 = very frequently or always). Cronbach's alpha for each dimension ranged between 0.63 and 0.783. This scale has no upper limit; the higher the person's score in each area, the greater their competence in that area. 
- Academic Stressors: The Academic Stressors Scale (ECEA). Measures the stress potential of different conditions in the academic context. Likert scale with scores ranging from 1 (never) to 5 (always), composed of seven dimensions: methodological deficiencies of the teaching staff (DEFMET), academic overload of the student (SOBACA), beliefs about academic performance (CRENREN), public speaking (INTPUB), negative social climate (CLINEG), exams (EXAM), lack of content value (CARVAL), and participation difficulties (DIFPAR) (Cabanach et al., 2016).  
- Mental Well-being: The Mental Health Continuum Short Form (MHC-SF) by Keyes (2002), derived from the long form (MHC-LF), which consists of 7 items measuring emotional well-being, 18 items measuring psychological well-being, and 15 items measuring social well-being (40 items in total). The short form consists of 14 items selected to represent each dimension of well-being. The short form includes 3 items for emotional well-being (reflecting hedonic well-being), 6 items for psychological well-being, and 5 items for social well-being (when combined, reflecting eudaimonic well-being). Response options evaluate the frequency with which respondents experience each positive mental health symptom. This scale also provides a mental health indicator based on these three subscales.  

Other possible measurement instruments: Hedonic well-being through the Positive and Negative Affect Schedule (PANAS) by Watson, D., Clark, L., &amp; Tellegen, A. (1988) and the Satisfaction with Life Scale (SWLS) by Diener et al. (1985). Eudaimonic well-being through the Questionnaire for Eudaimonic Well-being (QEWB) by Waterman et al. (2010).  

WORK PLAN  See ANNEX II for details of activities and ANNEX III for GANTT chart.  
- Phase I: Material Design (Coordinator: Iván Mayor). Date: September. Responsibles: Coral González Barbera, Susana Valverde Montesino, Ariadna Martínez García, Griselda Sofia Kozak Cino, Judit Ruiz Lázaro, Jesús Miguel Parra, María Sánchez Munilla, Alexander Constante Amores, Islam Gariri Simaoui, Samir Mohamedi Abdelkader. 
- Phase II: Pre-test evaluations of variables (Coordinators: Jose Borja Manero Iglesias, Marta María Hernández Martín). Date: October.  
- Phase III: Development of the intervention or control program (Coordinator: Iván Mayor). Date: October. Responsibles: Ariadna Martínez García, Griselda Sofia Kozak Cino, Alfonso Meneses Monroy.  
- Phase IV: Post-test evaluation (Coordinator: Antonio Gabriel Moreno Pimentel). Date: November. 
- Phase V: Data analysis (Coordinator: José Luis Mate Muñoz). Date: January-February. Responsibles: María Sánchez Munilla, Alexander Constante Amores, Guillermo Moreno. 
- Phase VI: Publication in an impact factor journal (Coordinator: José Luis Mate Muñoz). Date: January-February. Responsibles: Coral González Barbera, Ibai Julio Lopez de Uralde Villanueva. 
- Phase VII: Dissemination and impact on social networks, conferences, and repositories (Oliver Martin, Islam Sairi, José Borja Manero Iglesias). Responsibles: Alexander Constante Amores, Tamara del Corral Nuñez Flores, Ibai Julio Lopez de Uralde Villanueva.",step2,True
An End to Privacy Theater: Exposing and Discouraging Corporate Disclosure of User Data to the Government,"Today, when consumers evaluate potential telecommunications, Internet service or application providers – they are likely to consider several differentiating factors: The cost of service, the features offered as well as the providers’ reputation for network quality and customer service. The firms’ divergent approaches to privacy, and in particular, their policies regarding law enforcement and intelligence agencies’ access to their customers’ private data are not considered by consumers during the purchasing process – perhaps because it is practically impossible for anyone to discover this information. 

A naïve reader might simply assume that the law gives companies very little wiggle room – when they are required to provide data, they must do so. This is true. However, companies have a huge amount of flexibility in the way they design their networks, in the amount of data they retain by default, the exigent circumstances in which they share data without a court order, and the degree to which they fight unreasonable requests. As such, there are substantial differences in the privacy practices of the major players in the telecommunications and Internet applications market: Some firms retain identifying data for years, while others retain no data at all; some voluntarily provide government agencies access to user data - one carrier even argued in court that its 1st amendment free speech rights guarantee it the right to do so, while other companies refuse to voluntarily disclose data without a court order; some companies charge government agencies when they request user data, while others disclose it for free. As such, a consumer’s decision to use a particular carrier or provider can significantly impact their privacy, and in some cases, their freedom. 

Many companies profess their commitment to protecting their customers’ privacy, with some even arguing that they compete on their respective privacy practices. However, none seem to be willing to disclose, let alone compete on the extent to which they assist or resist government agencies’ surveillance activities. Because information about each firm’s practices is not publicly known, consumers cannot vote with their dollars, and pick service providers that best protect their privacy. 

In this article, I focus on this lack of information and on the policy changes necessary to create market pressure for companies to put their customers’ privacy first. I outline the numerous ways in which companies currently assist the government, often going out of their way to provide easy access to their customers’ private communications and documents. I also highlight several ways in which some companies have opted to protect user privacy, and the specific product design decisions that firms can make that either protect their customers’ private data by default, or make it trivial for the government to engage in large scale surveillance. Finally, I make specific policy recommendations that, if implemented, will lead to the public disclosure of these privacy differences between companies, and hopefully, create further market incentives for firms to embrace privacy by design.",step2,True
Experiments on Organizational Climate and Knowledge Disclosure,"The leakage of a firm’s proprietary knowledge erode a major source of an organization’s competitive advantage and constitute a serious threat to its survival and prosperity. It is hence reasonable to expect organizations to put in place protection mechanisms that shield them against such threat. Most of prior literature has tended to focus on the role of formal protection mechanisms, such as legal barriers and financial incentives. The rationale is to align the employee’s individual goals with those of the organization by acting on extrinsic motivation. In conformity with a more elaborated view of human motivation, recent work has started to look at how firms can employ informal protection mechanisms that act upon an individual’s intrinsic motivation not to disclose organizational knowledge. In this research project, I extend this literature by examining the role of organizational climate. In particular, I claim that  organizations can leverage on a favorable organizational climate, characterized by high organizational identification and low competitive climate, to reduce spillovers of proprietary knowledge to outside entities.

To this end, I have engaged in an extensive field study of CERN, the European Organization for Nuclear Research, together with my colleague Maria Rita Micheli, who is an assistant professor at IESEG School of Management in Paris. By engaging in inductive theory-development followed by a field experiment aimed at testing our theory, we show that employees are less likely to disclose proprietary knowledge when they feel an integral part of the organization, but more likely to disclose when the motivational climate is oriented towards performance, with the organization encouraging them to outperform coworkers. We now want to carry out an experiment that aims at provides a causal test of the mechanisms. 

First, we expect a performance-oriented motivational climate to positively affect the disclosure of knowledge across organizational boundaries. Our argument is that in presence of a performance-oriented motivational climate where the focus is on individual performance with high emphasis on peer comparison, group members will be more reluctant to share knowledge with their peers because they perceive that success is defined as the ability to outperform their colleagues and not simply as personal improvement/achievement. Hence, they will be relatively more willing to disclose proprietary knowledge to individuals that are outside of their group, which are not in direct comparison/competition. Second, we expect that a strong organizational identification to negatively affect the disclosure or knowledge across organizational boundaries. Our argument is that in presence of strong organizational identification, individuals’ alignment of interests (with the group/organizations’ ones) and substantial sense of belonging (category/group salience), will reduce the probability of proprietary knowledge outbound flows from the group/organization.

Although the clear and significant relationship between organizational identification and motivational climate as coexisting characteristics of groups/organizations, we are not primarily interested in any interaction between the two constructs. For this reason, we propose a research design in which the effects of performance-orientation and organizational identification are examined in two separate experiments. The objective is to study the following research questions independently:

-	How do different degrees of performance orientation in the motivational climate influence knowledge sharing dynamics within and across groups?
-	How do different degrees of organizational identification influence knowledge sharing dynamics within and across groups?
 
As it becomes apparent from the above-mentioned research questions, the two experiments share the same dependent variable and overall setting. Therefore, a general set-up can be used for both experiments simultaneously.",step2,True
How Does Mortgage Debt Affect Household Consumption? Micro Evidence from China,"AbstractThe high growth rate of mortgage debt in various emerging and developed economies has captured headlines following the financial crisis. In this article, we investigate how mortgage debt impacts household consumption behavior and various components of household consumption. Utilizing comprehensive household survey data from China, we show that households with a mortgage consume a higher portion of income than households without a mortgage. This is in line with the argument that having a mortgage reduces the uncertainty that the household faces regarding how much to save each month in order to be able to own a house, and this reduced uncertainty leads to lower monthly savings for the purpose of buying a house. We also find that among households with a mortgage, those who spend a larger share of their income on mortgage payments spend less on consumption, reflecting the crowding out effect of mortgage payments on household consumption. Furthermore, we show that a government policy of decreasing the maximum loan‐to‐value ratio has a significant impact on households’ consumption. The article offers the first evidence of the impact of growing mortgage debt on the consumption behavior of households, and will have implications for government policies that encourage mortgage borrowing.",step2,True
Challenges and shortcomings in current South African industrial wastewater quality characterisation,"Previous research in South Africa has identified gaps in wastewater quality characterisation and remediation. Wastewater quality indicators need to be known in order to reuse, recycle, and/or recover resources, but are poorly reported for wastewater streams. Formal and relational approaches were used to access wastewater quality information. Relational approaches included building relationships with industry partners through telephone calls, emails and meetings, while formal approaches included requests for public documents and legal applications using the Promotion of Access to Information Act. Published data were another source of information. The following industries were identified as major wastewater generating industries: pulp and paper, fish processing, power generation, mining and petroleum. Seven parameters were commonly used to indicate quality: pH, volume, electrical conductivity, nitrogen, sulphate, sodium and chemical oxygen demand. Calcium was not measured, even though discharge limits are required in environmental licenses. The accessed wastewater quality data ranged from qualitative to quantitative. The number of parameters used varied within and between industries. Although wastewater information is non-confidential, in practice it is not readily available. There are opportunities to improve wastewater management and resource recovery; however, this needs to happen in an environment of trust and transparency. This is currently lacking between industry, government, and research bodies.",step2,True
Services trade and labor market outcomes: Evidence from Italian firms,"AbstractThis paper empirically investigates the effects of services imports and exports on firm employment. We use microdata on Italian firms for the period 2009–2017. Applying a shift‐share instrumental variable approach, we show that services imports and exports have a positive impact on total employment. This finding holds for managers, white‐collar workers, and blue‐collar workers. We also show that services exports are particularly effective in increasing employment of “servitized” manufacturing firms as well as of companies that are deeply integrated into international services markets. Overall, this paper suggests that firm employment might largely benefit from the services trade dimension of globalization.",step2,True
Sensitivity about inventory leanness,"PurposeThis study aims to suggest that firms and stock market investors are more sensitive about inventory leanness when industry information technology (IT) usage is high. First, when industry IT usage is high, a firm's inventory leanness is more responsive to information inputs (cash holding and sales efficiency). Second, when industry IT usage is high, the price-to-earnings ratio (indicative of stock market investors' willingness to pay a premium) is more sensitive to the firm's inventory leanness.Design/methodology/approachThis study highlights the contextual role of industry IT usage during the 1998–2009 lost decade (wherein the steepest falls in manufacturing jobs happened in the USA).FindingsThe results highlight the significant contextual role of industry IT usage. In manufacturing industry sectors with high IT usage, (1) inventory levels of firms are more responsive to information inputs and (2) stock market investors have greater appreciation for inventory leanness.Originality/valueThe lost decade, 1998–2009, was a difficult period for the manufacturing industry. Nonetheless, there was variation in stock market valuations of manufacturing firms, with many firms outperforming others. Stock market investors were sensitive to inventory leanness. Firms that positively impressed stock market investors were strategically positioned in high IT usage industry sectors and prioritized inventory leanness. Further, their inventories were sensitive to information inputs – their inventories were leaner in response to improved sales-efficiency and/or shortage in cash.",step2,True
An empirical study on contractual heterogeneity within the firm: the ‘vertical integration–franchise contracts’ mix,"Abstract This paper tests a discrete choice model on the mix of franchised and company owned outlets (contractual heterogeneity) within firm. is often explained by existing literature as due to heterogeneous characteristics outlets. However, correspondence between contracts not observed in reality. An explanation proposed which suggests that contract mixing driven contractual both principal agents, agents will choose match their characteristics. hypothesis supported econometric results, based outlet level microdata collected means survey UK firms.",step2,True
Disability Among Native-born and Foreign-born Blacks in the United States,"Abstract
               Using the 5% Public Use Micro Data Sample (PUMS) from the 2000 U.S. census, we examine differences in disability among eight black subgroups distinguished by place of birth and Hispanic ethnicity. We found that all foreign-born subgroups reported lower levels of physical activity limitations and personal care limitations than native-born blacks. Immigrants from Africa reported lowest levels of disability, followed by non-Hispanic immigrants from the Caribbean. Sociodemographic characteristics and timing of immigration explained the differences between these two groups. The foreign-born health advantage was most evident among the least-educated except among immigrants from Europe/Canada, who also reported the highest levels of disability among the foreign-born. Hispanic identification was associated with poorer health among both native-born and foreign-born blacks.",step2,True
Occupational Attainment And The Earnings Of Native-Born And Foreign-Born Canadians,"The economic performance of immigrants has been studied primarily in terms of entry earnings and how these earnings evolve over time in the host country. The empirical analysis typically revolves around variants of an earnings function, which relates worker earnings to human capital and other individual characteristics. In this literature, the effects of occupational attainment on earnings are typically not modelled mainly because occupation is perceived as just another way of looking at earnings. However, as noted by Chiswick and Miller (2008), amongst others, occupation is the channel through which an individuals human capital translates into earnings. That is, education has both a direct impact on earnings and an indirect one operating through occupational status. Empirical findings for the US and Australia provide support for this view. Our objective in this paper is to extend this analysis to Canada, to assess how the earnings gains from human capital depend upon occupational status for both native-born and immigrant workers, and upon the length of residence of the latter in Canada. This will also shed light on the relative importance of the intra-occupational vis-a-vis inter-occupational mobility of immigrants in realizing earnings gains from education, in the short and longer term. The paper assesses these issues by looking at data drawn from the 2001 Canadian census.",step2,True
Financial Distress Research Project,"PIs: Jim Greiner, Lois Lupica, and Dalié Jiménez.

In the United States, low- and moderate-income (“LMI”) individuals experience personal financial crisis through the lens of law. Small claims court debt collection, bankruptcy court, and contract negotiations with creditors dominate the experience.  But LMI individuals are priced out of the private attorney market, and resource constraints prevent free legal services providers from offering traditional legal assistance to LMI individuals in financial distress. The result is a challenge: propose and test ways to provide low-cost self-help assistance to LMI individuals in financial distress. This study assesses legal and financial outcomes of LMI individuals when randomly assigned to two treatment contrasts. The first treatment contrast is a set of innovative, behaviorally informed, cartoon-based self-help packets covering the legal aspects of financial crisis versus a traditional attorney-client relationship with a legal aid attorney covering the same scope. The second contrast is “live” financial counseling (Internet or telephone call, as required by Congress to obtain a bankruptcy discharge) versus financial counseling delivered via a paper packet. Outcome variables include litigation results from court files; credit scores and over 200 credit attributes from a credit reporting agency; and survey responses focusing on financial knowledge and stress levels. Each of the four cells in the saturated design will have 300 subjects. Available cost information will facilitate efficiency comparisons.

AEA Registration: https://www.socialscienceregistry.org/trials/2140",step2,True
Exploring Economic Sectoral Dynamics Through High-Resolution Mobility Data,"In this data descriptors paper, we present a comprehensive dataset detailing human mobility patterns in the United States from January 7, 2019, to January 2, 2023, derived from foot traffic data collected via mobile devices. Aggregated on a weekly basis, the dataset includes metrics such as total visitors, dwell time, and travel distance for approximately 12 million Points of Interest (POIs) classified under the North American Industry Classification System (NAICS). By focusing on public locations, the dataset offers insights into economic activity and consumer behavior, making it particularly valuable for analyzing changes in mobility during significant events such as the COVID-19 pandemic.  Researchers can leverage these data to examine sector-specific trends, understand spatial interaction dynamics, and inform urban planning and public health strategies. To safeguard individual privacy, the data have been anonymized, ensuring that personal movements remain confidential. Overall, this dataset provides a robust foundation for studying the interplay between economic activities and mobility patterns and supports further research into the dynamics of human behavior.",step2,True
The migration response to local labour market shocks: Evidence from EU regions during the global economic crisis,"Abstract The global economic crisis has strongly affected Europe's geography. This study investigates the role of local labour market disparities in determining regional net in‐migration rates. While only a weak link is detected precrisis period, context migration grows significantly stronger during crisis. Decompositions estimation results show that changes rates are firstly result widened across European regions throughout However, also behavioural adjustment processes occur, e.g. an orientation migrants towards urban areas and away from with persistently high long‐run unemployment",step2,True
Has Multi-Market Banking Changed the Response of Small Business Lending to Local Economic Shocks?,"The consolidation of the U.S. banking industry has greatly increased importance large multi-market organizations relative to smaller, single-market banks. Economists have conducted many empirical studies effects this shift, including impact on competitiveness markets, volume small business lending, and safety soundness system. An issue that not received as much attention is how multimarket affected response local bank lending economic shocks. When an area hit particularly hatd by a recession, now more likely decline in area, exacerbating downturn? Or remain unchanged, moderating answer important communities because it affects volatility their output employment. But also national economy, distribution credit across markets can affect overall productivity growth.In principle, shift could either increase or decrease sensitivity On one hand, ability banks funds offices other make these prone reduce when slowdown economy decreases creditworthiness demands borrowers. diversification capital-market access them better able continue funding loans downturn reduces availability from depositors capital. Moreover, while may be slumping thriving rwo factors deter making such - greater cope with increases risk lesser identify react changes conditions.Because ambiguous theory, only way determine shocks been examine data. Until recently, hampered lack data at level. In mid-1990s, new source businesses became available part Community Reinvestment Aa (CRA), law enacted decade earlier encourage lend communities. This article uses slowdowns some economies during 200 1 recession recovery. basic approach see whether had different effect than finds substantial support for view reduced evidence due respond conditions.The first section die documents sharp over last two decades. second discusses next describes CRA explains why recovery provide good opportunity lending. third specific used investigate presents main findings. implications findings.I. THE SHIFT TO MULTI-MARKET BANKINGThe undergone significant three …",step2,True
The economic response of rural areas to local supply shock: evidence from the Occupied West Bank,"As the Second Intifada broke out at end of 2000, Israel severely restricted entry for Palestinians to its labor market, forcing a great section commuters return their local markets. This paper examines economic effect commuting on non-commuters in rural areas Occupied West Bank. Utilizing place-of-work, repeated cross-section data, results show that returned has negative repercussions. Specifically, wages decrease workers with same skill type (low skilled). The also provide evidence favors crowd-out hypothesis. estimated probability unemployment increases disproportionate job seekers relative those reportedly employed. Consistent this result, prolong duration low skilled. outcome helps understand how markets may respond supply shocks.",step2,True
"Assessing concerns for the economic consequence of the COVID-19 response and mental health problems associated with economic vulnerability and negative economic shock in Italy, Spain, and the United Kingdom","Currently, many different countries are under lockdown or extreme social distancing measures to control the spread of COVID-19. The potentially far-reaching side effects of these measures have not yet been fully understood. In this study we analyse the results of a multi-country survey conducted in Italy (N=3,504), Spain (N=3,524) and the United Kingdom (N=3,523), with two separate analyses. In the first analysis, we examine the elicitation of citizens’ concerns over the downplaying of the economic consequences of the lockdown during the COVID-19 pandemic. We control for Social Desirability Bias through a list experiment included in the survey. In the second analysis, we examine the data from the same survey to estimate the consequences of the economic lockdown in terms of mental health, by predicting the level of stress, anxiety and depression associated with being economically vulnerable and having been affected by a negative economic shock. To accomplish this, we have used a prediction algorithm based on machine learning techniques. To quantify the size of this affected population, we compare its magnitude with the number of people affected by COVID-19 using measures of susceptibility, vulnerability and behavioural change collected in the same questionnaire. We find that the concern for the economy and for “the way out” of the lockdown is diffuse and there is evidence of minor underreporting. Additionally, we estimate that around 42.8% of the populations in the three countries are at high risk of stress, anxiety and depression, based on their level of economic vulnerability and their exposure to a negative economic shock. Therefore, it can be concluded that the lockdown and extreme social distancing in the three countries has had an enormous impact on individuals’ mental health and this should be taken into account for future decisions made on regulations concerning the pandemic.",step2,True
Understanding the Use of Attendance and Family Liaison Officers,"The primary objective (Objective 1) of this project is to assess the impact of introducing AFLOs on school attendance and behaviour for pupils enrolled in English secondary schools. This involves measuring the extent to which hiring AFLOs for the first time helps improve these outcomes. We are interested in assessing both the overall impact (i.e., impact on all pupils) and the impact on subgroups of interest, defined by pupils’ FSM eligibility status or ethnicity. This objective will be achieved by running Difference-in-Differences regressions on different samples of pupils. For example, we will use all pupils to estimate the overall impact and only pupils eligible for FSM or from different ethnic backgrounds to estimate the impact on these subpopulations. Estimating impacts will involve also establishing when impacts are observed (impact timing) and whether impacts differ over time (time differences in impact), such as whether the impact of AFLOs (if any) was greater before or after COVID-19.",step2,True
Understanding the Impacts of Federal and State Immigration Enforcement Policies on Latinx Children’s Educational Outcomes in the United States.,"What effects do restrictive immigration enforcement policies have on Latinx
academic achievement?

Introduction. Amuedo-Dorantes and Lopez (2017) found that the presence of increased immigration enforcement policy lead to increases in student dropout rates and grade repetition. Bellows (2018) found that the presence of Secure Communities programs throughout the US between 2008-2013 decreased the overall English Language Arts (ELA) scores for Latinx and non-Hispanic black children. Bellows achieved this through using a fixed-effects model with the SEDA panel data from 2008-2009 to 2012-2013 school years. Her study was the first to analyze the impacts of immigration enforcement policies on Latinx children’s educational achievement. This project seeks to extend the works of Amuedo-Dorantes and Lopez and Bellows by examining the presence of state and federal immigration enforcement policies on Latinx student achievement through the use of SEDA panel data from 2008-2009 to 2014-2015 and difference- in-difference methodology. Through the use of DD methodology over a longer period of time this study will help to understand both immediate and short term impacts of the Secure Communities program coupled with state omnibus laws. However, it should be noted that the Secure Communities program was repealed in 2014 so the impacts may vary when the treatment effect is effectively turned off.

Data. In order to gauge the impacts of the Secure Communities program and state omnibus laws on Latinx children’s educational achievement outcomes county-year panel data will be compiled from a variety of sources between 2008-2015. The primary data set used in this study will be obtained from the Stanford Education Data Archives (SEDA) (Reardon et al., 2017). SEDA data are constructed using data from a variety of sources, the primary source being EdFacts system at the U.S. Department of Education (USEd), which has aggregate test scores for each of the 50 state’s standardized testing programs (Fahle et al., 2018). The data obtained from
EdFacts are from 2008-2009 to 2014-2015 school years in English Language Arts and Math achievement for 3rd to 8th grade (Fahle et al., 2018). SEDA 2.1 also provides the socio- demographic characteristics of school districts, which come from the 2006-2010 Education Demographic and Geographic Estimates (EDGE) and the Common Core of Data (CCD) (Fahle et al., 2018).
In addition to the SEDA data information regarding the Secure Communities programs roll outs and state omnibus laws will be collected from a variety of sources. Information on the Secure Communities program, dates of county implementation and roll out will be obtained from the ICE archive website. Following methods used by Amuedo-Dorantes and Lopez (2017), I will use the National Conference of State Legislatures (NCLS) website to gather state omnibus laws information such as geographic location and date enacted (month/date) between 2006-2013.
Research Design. Due to the availability of education data and changes in presidential administrations and priorities in immigration enforcement efforts, I will limit the study window from 2008-2015. This study window allows me to establish baseline trends among my sample population and trends after local and federal policy implementation in order to see their short- term and some long-term effects. Stata/ SE version 16.0 will be used to preform difference-in- difference (DD) methodology to understand the impacts that the presence of state omnibus laws and the Secure Communities program have on Latinx youth in 3rd-8th grade ELA and math scores. The sample population will consist of all children in the U.S. in 3rd to 8th grade that attended public schools from 2008-2015 who were exposed to federal and state immigration enforcement policies.",step2,True
Community Social Capital and Entrepreneurship,"The literature on social capital and entrepreneurship often explores individual benefits of capital, such as the role personal networks in promoting self-employment. In this article, we instead examine capital’s public good aspects, arguing that trust organization memberships accrue not just to but community at large. We test these arguments using data from 2000 Census have been merged with two surveys, Social Capital Benchmark Survey General Survey. find individuals communities high levels are more likely be self-employed compared lower trust. Additionally, membership organizations connected larger is associated higher self-employment, isolated lack connections Further analysis suggests entrepreneurship-enhancing effects stronger for whites, native-born residents, long-term members than minorities, immigrants, recent entrants.",step2,True
HHUUD10: Historical Housing Unit and Urbanization Database 2010,"Subcounty housing unit counts are important for studying geo-historical patterns of (sub)urbanization, land-use change, and residential loss and gain. The most commonly used subcounty geographical unit for social research in the United States is the census tract. However, their changing geometries and historically incomplete coverage present significant obstacles for longitudinal analysis that existing datasets do not adequately address. Overcoming these barriers, we provide housing unit estimates in consistent 2010 tract boundaries for every census year from 1940 to 2010 plus 2019 for the entire continental US. Moreover, we develop an “urbanization year” indicator that denotes if and when tracts became “urbanized” during this timeframe. We produce these data by blending existing interpolation techniques with a novel procedure we call “maximum reabsorption”. Conducting out-of-sample validation, we find that our hybrid approach generally produces more reliable estimates than existing alternatives. The final dataset, Historical Housing Unit and Urbanization Database 2010 (HHUUD10), has myriad potential uses for research involving housing, population, and land-use change, as well as (sub)urbanization.",step2,True
Early Childhood Exposure to Ambient Particulate Matter and Lead:  Implications for Human Capital Development,"By focusing on different air pollutants (Total Suspended Particulates and lead), similar locations and time periods (post-war U.S.), and related outcomes, two recent studies--Isen et. al. (2017) and Schwaba et al. (2021)--invite an integrated assessment of how early-life exposure to different forms of air pollution affects outcomes later in life. We plan to take additional steps toward such an assessment, by importing new and additional measures of air pollution (including total suspended particulates (TSP) and lead) into Schwaba et al.’s analysis which focused on the effects of childhood lead exposure on personality traits. This analysis will provide steps toward the first integrated view of the combined effects of early-life exposure to TSP and lead on adult personality traits.",step2,True
Neighborhood racial demographics predict infants’ neural responses to people of different races,"Early in life, greater exposure to diverse people can change the tendency to prefer one’s own social group. For instance, infants from racially diverse environments show less preference for their own-race (ingroup) over other-race (outgroup) faces than infants from racially homogeneous environments. Yet how social environment changes ingroup versus outgroup demarcation in infancy is unclear. A commonly held assumption is that early emerging ingroup preference is based on an affective process: feeling more comfortable with familiar ingroup than unfamiliar outgroup members. However, other processes may also underlie ingroup preference: Infants may attend more to ingroup than outgroup members and/or mirror the actions of ingroup over outgroup individuals. By aggregating 7- to 12-month-old infants’ electroencephalography (EEG) activity across three studies, we disambiguate these different processes in the EEG oscillations of preverbal infants according to social environment. White infants from more racially diverse neighborhoods exhibited greater frontal theta oscillation (an index of top-down attention) and more mu rhythm desynchronization (an index of motor system activation and potentially neural mirroring) to racial outgroup individuals than White infants from less racially diverse neighborhoods. Neighborhood racial demographics did not relate to White infants’ frontal alpha asymmetry (a measure of approach-withdrawal motivation) toward racial outgroup individuals. Racial minority infants showed no effects of neighborhood racial demographics in their neural responses to racial outgroup individuals. These results indicate that neural mechanisms that may underlie social bias and prejudices are related to neighborhood racial demographics in the first year of life.",step2,True
"Estimates of Childhood Overweight and Obesity at the Region, State, and County Levels: A Multilevel Small-Area Estimation Approach","AbstractLocal-level childhood overweight and obesity data are often used to implement and evaluate community programs, as well as allocate resources to combat overweight and obesity. The most current substate estimates of US childhood obesity use data collected in 2007. Using a spatial multilevel model and the 2016 National Survey of Children’s Health, we estimated childhood overweight and obesity prevalence rates at the Census regional division, state, and county levels using small-area estimation with poststratification. A sample of 24,162 children aged 10–17 years was used to estimate a national overweight and obesity rate of 30.7% (95% confidence interval: 27.0%, 34.9%). There was substantial county-to-county variability (range, 7.0% to 80.9%), with 31 out of 3,143 counties having an overweight and obesity rate significantly different from the national rate. Estimates from counties located in the Pacific region had higher uncertainty than other regions, driven by a higher proportion of underrepresented sociodemographic groups. Child-level overweight and obesity was related to race/ethnicity, sex, parental highest education (P &amp;lt; 0.01 for all), county-level walkability (P = 0.03), and urban/rural designation (P = 0.02). Overweight and obesity remains a vital issue for US youth, with substantial area-level variability. The additional uncertainty for underrepresented groups shows surveys need to better target diverse samples.",step2,True
